x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.32257378101348877,0.8382958173751831,6.989706093918358e-07,0.3918423354625702,0.8146439790725708,-0.033776137977838516,0.4599800705909729,0.7354727983474731,-0.04873356595635414,0.5141580104827881,0.6724352836608887,-0.060892920941114426,0.5588559508323669,0.6248180866241455,-0.07389382272958755,0.40898188948631287,0.6045153141021729,-0.0371529757976532,0.4449593424797058,0.5038212537765503,-0.06578969955444336,0.4708430767059326,0.4346036911010742,-0.08747325837612152,0.4906123876571655,0.38038772344589233,-0.10189761966466904,0.36383160948753357,0.5831151604652405,-0.0401427336037159,0.3884032666683197,0.4615343511104584,-0.06534968316555023,0.40819719433784485,0.3822757601737976,-0.085548996925354,0.4225520193576813,0.31831851601600647,-0.09873657673597336,0.31613582372665405,0.5875202417373657,-0.047188419848680496,0.3268667459487915,0.46464109420776367,-0.07451294362545013,0.3348652124404907,0.3841606378555298,-0.09357927739620209,0.3413676619529724,0.3188338875770569,-0.10493995249271393,0.26759737730026245,0.6158617734909058,-0.05676930025219917,0.25354987382888794,0.5274429321289062,-0.0843532457947731,0.24323278665542603,0.46537232398986816,-0.09697875380516052,0.23477621376514435,0.41011929512023926,-0.10310381650924683,thumbs_up
0.30933648347854614,0.8481563329696655,5.604542820947245e-07,0.3877221941947937,0.8082260489463806,-0.03150052949786186,0.45650553703308105,0.716295599937439,-0.04669923335313797,0.5167970657348633,0.6465712189674377,-0.06168094277381897,0.5726308822631836,0.6098819971084595,-0.07681679725646973,0.4067923128604889,0.566673994064331,-0.01832497864961624,0.4398714303970337,0.47663408517837524,-0.04526202380657196,0.4650975465774536,0.43164587020874023,-0.06855324655771255,0.4862438440322876,0.4015720784664154,-0.08403537422418594,0.35812363028526306,0.5421793460845947,-0.024954501539468765,0.37525472044944763,0.4084305167198181,-0.04609310254454613,0.39307650923728943,0.33332887291908264,-0.06346048414707184,0.40834441781044006,0.271513432264328,-0.07525412738323212,0.30804961919784546,0.5488064289093018,-0.03792969509959221,0.3135959804058075,0.42082831263542175,-0.06382044404745102,0.3212490677833557,0.3429843485355377,-0.08141661435365677,0.3312164545059204,0.2763718366622925,-0.09225347638130188,0.25607576966285706,0.5819664001464844,-0.05407411977648735,0.23206402361392975,0.48999375104904175,-0.07943157106637955,0.22025549411773682,0.4269111752510071,-0.08963387459516525,0.21496950089931488,0.36677736043930054,-0.0953340157866478,thumbs_up
0.298508882522583,0.8666880130767822,5.813025154566276e-07,0.3783501088619232,0.8294153809547424,-0.031069904565811157,0.44921591877937317,0.7392935752868652,-0.04592873156070709,0.506600558757782,0.6708804368972778,-0.06029171869158745,0.5579906702041626,0.6307306885719299,-0.074672169983387,0.397446870803833,0.5893731117248535,-0.023013979196548462,0.4376849830150604,0.4943377673625946,-0.05246208980679512,0.468214213848114,0.4462643563747406,-0.07788857072591782,0.49498745799064636,0.4117884039878845,-0.09481633454561234,0.34879153966903687,0.5651455521583557,-0.029320189729332924,0.3683972954750061,0.43173807859420776,-0.052254196256399155,0.38940006494522095,0.3535529375076294,-0.0720287412405014,0.40743255615234375,0.287140429019928,-0.08606436103582382,0.3006567656993866,0.5725314617156982,-0.041320472955703735,0.30845409631729126,0.44611212611198425,-0.06691639870405197,0.31883159279823303,0.36876028776168823,-0.0851137712597847,0.33026832342147827,0.30130308866500854,-0.09685231000185013,0.2521998882293701,0.6077510714530945,-0.056547340005636215,0.2298852801322937,0.5177474021911621,-0.08203371614217758,0.21807393431663513,0.4540368616580963,-0.09302596002817154,0.21135343611240387,0.39257240295410156,-0.09929120540618896,thumbs_up
0.2947852611541748,0.8755064010620117,5.723520644096425e-07,0.3752264082431793,0.8389904499053955,-0.030575580894947052,0.4456997215747833,0.7513342499732971,-0.045746006071567535,0.5025697350502014,0.6857174038887024,-0.06049538403749466,0.5529921054840088,0.6451839208602905,-0.07551819086074829,0.39644068479537964,0.5984510779380798,-0.024351639673113823,0.4324902892112732,0.49774760007858276,-0.05490892007946968,0.462685227394104,0.4464419484138489,-0.08116524666547775,0.4902067184448242,0.4072394371032715,-0.09874226152896881,0.34892818331718445,0.5748855471611023,-0.031140083447098732,0.3691028654575348,0.4421073794364929,-0.0546310730278492,0.39012375473976135,0.3651699125766754,-0.0749383196234703,0.40903377532958984,0.2986063063144684,-0.08946900814771652,0.3008080720901489,0.5829970240592957,-0.04351484775543213,0.30975142121315,0.4582558870315552,-0.06927289813756943,0.3202911615371704,0.37974435091018677,-0.08717012405395508,0.33263099193573,0.3099997043609619,-0.09893877804279327,0.2508808672428131,0.6187376976013184,-0.059097714722156525,0.22825226187705994,0.5292701721191406,-0.0847090631723404,0.21703538298606873,0.46567726135253906,-0.0953550711274147,0.21135735511779785,0.40362614393234253,-0.1015009954571724,thumbs_up
0.28864502906799316,0.882013201713562,5.893645607102371e-07,0.37092745304107666,0.8470551371574402,-0.03249213844537735,0.44397586584091187,0.7612869143486023,-0.047409914433956146,0.5008416175842285,0.6984536051750183,-0.06153012812137604,0.5516905188560486,0.6611118316650391,-0.07597792148590088,0.3984017074108124,0.606357753276825,-0.024986224249005318,0.4367636740207672,0.5045075416564941,-0.0541541650891304,0.46634548902511597,0.44717973470687866,-0.0798334926366806,0.49315541982650757,0.40093353390693665,-0.09769688546657562,0.35130545496940613,0.5811188220977783,-0.03032524697482586,0.37318140268325806,0.4504193663597107,-0.053227558732032776,0.39365217089653015,0.3714519739151001,-0.07418911159038544,0.4117843806743622,0.3038894534111023,-0.08958737552165985,0.3036712110042572,0.5868058800697327,-0.04125669226050377,0.3149532675743103,0.4656193256378174,-0.06595361977815628,0.32466939091682434,0.3870801329612732,-0.08521726727485657,0.33563777804374695,0.3170427083969116,-0.09853212535381317,0.25381678342819214,0.6191021800041199,-0.05564960464835167,0.23371607065200806,0.5328019857406616,-0.08059456199407578,0.2220788598060608,0.47090357542037964,-0.09249871969223022,0.21540048718452454,0.40961700677871704,-0.1000019833445549,thumbs_up
0.28757792711257935,0.8907643556594849,5.735610102419741e-07,0.36828798055648804,0.853769063949585,-0.029275275766849518,0.4401445686817169,0.7718666195869446,-0.04430483281612396,0.49463093280792236,0.7111964225769043,-0.05897590145468712,0.5441839098930359,0.6752510070800781,-0.07420186698436737,0.3981131613254547,0.6143752932548523,-0.024729950353503227,0.4363681674003601,0.5134997367858887,-0.053068485110998154,0.46457916498184204,0.4545106887817383,-0.077580526471138,0.4895394444465637,0.40553808212280273,-0.0946987196803093,0.35154464840888977,0.5896163582801819,-0.032009851187467575,0.3762935698032379,0.46004170179367065,-0.054624419659376144,0.3956647515296936,0.3835393786430359,-0.07449360191822052,0.4122098386287689,0.31733837723731995,-0.0888860672712326,0.3035573363304138,0.5949639678001404,-0.04426668584346771,0.3154790997505188,0.4751339852809906,-0.06785290688276291,0.3247750997543335,0.39664509892463684,-0.0856318324804306,0.3353656828403473,0.32641473412513733,-0.09810852259397507,0.2521747946739197,0.6273732781410217,-0.05963762849569321,0.23190835118293762,0.5402979254722595,-0.08255712687969208,0.22125458717346191,0.4788270592689514,-0.09252042323350906,0.21558691561222076,0.41873252391815186,-0.09880531579256058,thumbs_up
0.26984867453575134,0.9173467755317688,5.066184485258418e-07,0.35130923986434937,0.8797249794006348,-0.02816147170960903,0.42174291610717773,0.8026931881904602,-0.04349290207028389,0.4785381555557251,0.7476624846458435,-0.05878802016377449,0.5295146703720093,0.7154414057731628,-0.07495496422052383,0.3766614496707916,0.6438895463943481,-0.023543957620859146,0.4090120196342468,0.5463887453079224,-0.049131304025650024,0.4293351173400879,0.48964065313339233,-0.07180357724428177,0.4487650394439697,0.43953758478164673,-0.08872101455926895,0.3315660357475281,0.6200138926506042,-0.03164289519190788,0.35345423221588135,0.49514681100845337,-0.05289766564965248,0.37021905183792114,0.41955769062042236,-0.07278808951377869,0.3854306936264038,0.3527509570121765,-0.08791355788707733,0.284953773021698,0.6269800066947937,-0.04437024146318436,0.2967418432235718,0.5072965025901794,-0.06786486506462097,0.3055226802825928,0.4290246367454529,-0.08665145188570023,0.3160347640514374,0.3593137562274933,-0.10015740245580673,0.23581984639167786,0.6621112823486328,-0.06001190096139908,0.21355460584163666,0.5761652588844299,-0.08400874584913254,0.20282839238643646,0.5141661763191223,-0.09558095782995224,0.1971980631351471,0.45459091663360596,-0.10316626727581024,thumbs_up
0.23850741982460022,0.925632119178772,6.243062102839758e-07,0.31911221146583557,0.8883038759231567,-0.02938012219965458,0.39280563592910767,0.8123377561569214,-0.04501216486096382,0.45010411739349365,0.7608019113540649,-0.06071890518069267,0.5023393630981445,0.728791356086731,-0.07742471247911453,0.35082492232322693,0.6586764454841614,-0.027442511171102524,0.39527761936187744,0.5613469481468201,-0.05442149564623833,0.4207894206047058,0.4985305070877075,-0.07729820162057877,0.4418976306915283,0.44247615337371826,-0.09387875348329544,0.30553746223449707,0.6324896216392517,-0.03465196117758751,0.336016446352005,0.5101755857467651,-0.05701768770813942,0.3525364398956299,0.42852967977523804,-0.07780060917139053,0.36382848024368286,0.3577841520309448,-0.09327855706214905,0.2574644684791565,0.6369801163673401,-0.04617895558476448,0.2671704888343811,0.5220175981521606,-0.0686526894569397,0.2758293151855469,0.444769948720932,-0.08752128481864929,0.28489309549331665,0.3761524260044098,-0.10125567764043808,0.2052018940448761,0.6680957078933716,-0.06079084053635597,0.18241605162620544,0.5866373181343079,-0.08294443041086197,0.17224732041358948,0.5266380906105042,-0.0938785970211029,0.1672944724559784,0.4686879813671112,-0.10099117457866669,thumbs_up
0.22303546965122223,0.9115904569625854,6.537842409670702e-07,0.3013707101345062,0.8641529679298401,-0.023397652432322502,0.3727456033229828,0.7851734161376953,-0.03659597784280777,0.42657315731048584,0.7329031229019165,-0.05090845003724098,0.47707557678222656,0.7020150423049927,-0.06621300429105759,0.32413846254348755,0.6390301585197449,-0.01964777708053589,0.3676932454109192,0.5397034287452698,-0.044388048350811005,0.3943040668964386,0.47985976934432983,-0.06561984121799469,0.41729602217674255,0.42837971448898315,-0.0802360400557518,0.2801584303379059,0.618354856967926,-0.028146294876933098,0.3104848265647888,0.49654507637023926,-0.047254666686058044,0.32739585638046265,0.4162038564682007,-0.06528854370117188,0.3396283686161041,0.34945398569107056,-0.07846862077713013,0.23381173610687256,0.6243207454681396,-0.04078102484345436,0.2432345449924469,0.5062731504440308,-0.060286033898591995,0.25134336948394775,0.4295615553855896,-0.07676280289888382,0.2606407403945923,0.3650224804878235,-0.08849015831947327,0.18366006016731262,0.6554958820343018,-0.05598780885338783,0.15933415293693542,0.5741404891014099,-0.07541064918041229,0.14760392904281616,0.5159001350402832,-0.08406399190425873,0.140863299369812,0.46155595779418945,-0.08918151259422302,thumbs_up
0.20593225955963135,0.8803423047065735,6.579228397640691e-07,0.2827877104282379,0.8361172676086426,-0.03128667175769806,0.348543256521225,0.7619121074676514,-0.04856932535767555,0.4008288085460663,0.7084937691688538,-0.06516710668802261,0.44902941584587097,0.6743178367614746,-0.08214033395051956,0.29603856801986694,0.6126060485839844,-0.029132287949323654,0.3335980772972107,0.51838618516922,-0.05542662367224693,0.3561381697654724,0.4565500020980835,-0.07794179022312164,0.3749268651008606,0.40061432123184204,-0.09433308243751526,0.25016045570373535,0.5919892191886902,-0.034601811319589615,0.2711305022239685,0.47480717301368713,-0.05645317584276199,0.2829909324645996,0.3952614367008209,-0.07566160708665848,0.2914157807826996,0.32496732473373413,-0.09008876979351044,0.2035103440284729,0.6010797619819641,-0.04458189010620117,0.20638543367385864,0.48932820558547974,-0.06752815842628479,0.21081764996051788,0.4135315418243408,-0.0855225995182991,0.21656514704227448,0.3458881378173828,-0.09800513833761215,0.1549990177154541,0.6355977058410645,-0.057743921875953674,0.1262589693069458,0.5578716993331909,-0.08030244708061218,0.11100392043590546,0.5005922913551331,-0.09125922620296478,0.10037562251091003,0.4454267919063568,-0.09797549247741699,thumbs_up
0.1695224642753601,0.564169704914093,4.156393629273225e-07,0.2355627566576004,0.5469982028007507,-0.02828085795044899,0.29583388566970825,0.4782843589782715,-0.038177330046892166,0.3382866382598877,0.4172835052013397,-0.0463591031730175,0.36891794204711914,0.36805301904678345,-0.054780904203653336,0.2730369567871094,0.3521031141281128,-0.026741044595837593,0.3099799156188965,0.2696049213409424,-0.04828836768865585,0.3287935256958008,0.2129039466381073,-0.06550327688455582,0.33988815546035767,0.16325128078460693,-0.07760099321603775,0.22877901792526245,0.32134687900543213,-0.02871670201420784,0.25467050075531006,0.2177446335554123,-0.04792580008506775,0.26571124792099,0.14655353128910065,-0.06306031346321106,0.2695924639701843,0.08743341267108917,-0.07296965271234512,0.18254798650741577,0.3157542943954468,-0.03435460478067398,0.19759666919708252,0.2118941694498062,-0.054674819111824036,0.20452609658241272,0.1441032439470291,-0.06819703429937363,0.20831215381622314,0.08913230895996094,-0.0763755738735199,0.13509546220302582,0.3334992825984955,-0.042569827288389206,0.12640513479709625,0.2514566481113434,-0.06449230015277863,0.11940314620733261,0.1944359838962555,-0.07415375858545303,0.11350696533918381,0.14566674828529358,-0.07835230976343155,thumbs_up
0.22851984202861786,0.5761610865592957,4.508773372435826e-07,0.30806753039360046,0.5464479923248291,-0.02098724991083145,0.37640729546546936,0.47459620237350464,-0.026517052203416824,0.4259350895881653,0.41477489471435547,-0.0324099063873291,0.46811655163764954,0.378345787525177,-0.038471948355436325,0.3460780382156372,0.3391788601875305,-0.006467487663030624,0.38851821422576904,0.25661391019821167,-0.019346246495842934,0.40941789746284485,0.2021593600511551,-0.032544445246458054,0.4235711097717285,0.15460994839668274,-0.043278779834508896,0.30100077390670776,0.3085040748119354,-0.010334398597478867,0.32668134570121765,0.20338580012321472,-0.020348940044641495,0.33796337246894836,0.1361721009016037,-0.033479027450084686,0.3437085449695587,0.08080869913101196,-0.04398178309202194,0.25413811206817627,0.30239012837409973,-0.01807677559554577,0.26509183645248413,0.1981513947248459,-0.03130980581045151,0.2687298357486725,0.13329528272151947,-0.04570598900318146,0.2714250087738037,0.08103692531585693,-0.056567560881376266,0.2051628828048706,0.32024651765823364,-0.02828766591846943,0.18420399725437164,0.2438393235206604,-0.04469333961606026,0.17147356271743774,0.18983794748783112,-0.05445531755685806,0.16305682063102722,0.14096660912036896,-0.06041250377893448,thumbs_up
0.2558848261833191,0.6192969083786011,4.957420856044337e-07,0.3364987075328827,0.5898551344871521,-0.02706587128341198,0.40306341648101807,0.5207617878913879,-0.0395980179309845,0.4511503577232361,0.4610564708709717,-0.05184835568070412,0.4961005747318268,0.4237750470638275,-0.06451115012168884,0.37260428071022034,0.37244898080825806,-0.023158958181738853,0.4121524691581726,0.28125375509262085,-0.04488407075405121,0.43384307622909546,0.22359056770801544,-0.06324770301580429,0.4494393467903137,0.1720697283744812,-0.07707515358924866,0.3235158324241638,0.3402317762374878,-0.02878856100142002,0.34729570150375366,0.22236864268779755,-0.04735857993364334,0.3580963611602783,0.14655761420726776,-0.06439688056707382,0.363914430141449,0.08266592025756836,-0.07677329331636429,0.27250853180885315,0.33801835775375366,-0.0383920893073082,0.278520405292511,0.22055931389331818,-0.059603989124298096,0.2797888517379761,0.1472862809896469,-0.07783029973506927,0.28237709403038025,0.08696019649505615,-0.09027676284313202,0.22085648775100708,0.36277204751968384,-0.05053012818098068,0.19306311011314392,0.27685490250587463,-0.07339789718389511,0.1755802482366562,0.21956926584243774,-0.08551756292581558,0.16404850780963898,0.16717876493930817,-0.09245041757822037,thumbs_up
0.309057354927063,0.6726556420326233,4.850878667639336e-07,0.38876986503601074,0.6510657668113708,-0.026183266192674637,0.4602300524711609,0.5798254013061523,-0.038671158254146576,0.5101809501647949,0.5173240900039673,-0.05138936638832092,0.5583311319351196,0.48270413279533386,-0.06401532143354416,0.4302706718444824,0.42221298813819885,-0.02043887786567211,0.4749700427055359,0.33348602056503296,-0.0444595105946064,0.501385509967804,0.2855933904647827,-0.06442247331142426,0.5212165713310242,0.24618075788021088,-0.07803831249475479,0.3818873465061188,0.38236376643180847,-0.028252553194761276,0.41161295771598816,0.24893584847450256,-0.04696891829371452,0.4246218204498291,0.1667332649230957,-0.062755286693573,0.43133604526519775,0.101326584815979,-0.0734812319278717,0.3302863836288452,0.3761971592903137,-0.04076522961258888,0.3406764268875122,0.24764233827590942,-0.06274937093257904,0.34443801641464233,0.17017480731010437,-0.08042151480913162,0.3491517901420593,0.10849413275718689,-0.0918925404548645,0.27512264251708984,0.4009437561035156,-0.055806856602430344,0.24939332902431488,0.3069649636745453,-0.07863486558198929,0.23270508646965027,0.24558120965957642,-0.08905201405286789,0.2215075045824051,0.18998247385025024,-0.09469418227672577,thumbs_up
0.3518264889717102,0.6506048440933228,3.981821237175609e-07,0.43242156505584717,0.6262789368629456,-0.020242437720298767,0.5010663270950317,0.5413885712623596,-0.027949504554271698,0.5518591403961182,0.47876834869384766,-0.037233758717775345,0.5997925996780396,0.4549558460712433,-0.046399395912885666,0.4694471061229706,0.38136163353919983,-0.008127930574119091,0.5032173991203308,0.2992495596408844,-0.027900898829102516,0.5253781080245972,0.2581310272216797,-0.044313445687294006,0.5408108830451965,0.232214093208313,-0.05540768429636955,0.42110899090766907,0.34575825929641724,-0.018442541360855103,0.4454096853733063,0.2077484130859375,-0.0351669043302536,0.45911750197410583,0.12710031867027283,-0.0474817231297493,0.46866127848625183,0.05973902344703674,-0.05461795628070831,0.37158501148223877,0.343595951795578,-0.03378990665078163,0.3777041733264923,0.21441885828971863,-0.05693890154361725,0.3824172616004944,0.133785218000412,-0.07463831454515457,0.389241099357605,0.06571286916732788,-0.08510970324277878,0.31902754306793213,0.3718910217285156,-0.051138486713171005,0.2901650369167328,0.27998805046081543,-0.07516647130250931,0.27264153957366943,0.21661707758903503,-0.08569858223199844,0.2609327733516693,0.15789538621902466,-0.09132232517004013,thumbs_up
0.18629097938537598,0.6253169775009155,6.203310931596207e-07,0.2542192339897156,0.601601243019104,-0.048397090286016464,0.3175082504749298,0.5408663153648376,-0.07476990669965744,0.37309539318084717,0.4872201085090637,-0.09752068668603897,0.41891103982925415,0.451781302690506,-0.1210632175207138,0.3064798414707184,0.3797551393508911,-0.05376588925719261,0.34818384051322937,0.2904675006866455,-0.09083995223045349,0.36850693821907043,0.22961342334747314,-0.12152569741010666,0.385723352432251,0.17490555346012115,-0.144076868891716,0.25728827714920044,0.34364423155784607,-0.05200107395648956,0.27629223465919495,0.23688821494579315,-0.08449309319257736,0.284275084733963,0.163628950715065,-0.11168485134840012,0.291359543800354,0.09659194946289062,-0.13166673481464386,0.20571908354759216,0.3433864712715149,-0.05530950427055359,0.2021666318178177,0.2376212775707245,-0.08813068270683289,0.19411717355251312,0.16945253312587738,-0.11062626540660858,0.18824702501296997,0.10859918594360352,-0.12590454518795013,0.1550510823726654,0.37084418535232544,-0.0626702681183815,0.12400183081626892,0.29489707946777344,-0.09598614275455475,0.10091274976730347,0.24319450557231903,-0.11286007612943649,0.08243952691555023,0.19521361589431763,-0.1224244087934494,thumbs_up
0.8248177766799927,0.6565106511116028,6.006240482747671e-07,0.7441815137863159,0.6650124192237854,-0.04278087988495827,0.6624560952186584,0.6317933201789856,-0.06825073063373566,0.5951449871063232,0.5989157557487488,-0.08904512971639633,0.5363169312477112,0.5845633149147034,-0.10912730544805527,0.6825238466262817,0.43487733602523804,-0.036300621926784515,0.6366075277328491,0.34598296880722046,-0.06202654168009758,0.608673095703125,0.2916828393936157,-0.08562527596950531,0.5873630046844482,0.2463095486164093,-0.10326192528009415,0.725601315498352,0.39406612515449524,-0.03643404319882393,0.691232442855835,0.27708303928375244,-0.056434266269207,0.6713743209838867,0.20207473635673523,-0.07519575208425522,0.6583423614501953,0.13776493072509766,-0.08944530785083771,0.7739988565444946,0.3822675347328186,-0.042431458830833435,0.7509115934371948,0.2655903697013855,-0.0649072676897049,0.735329806804657,0.1921980381011963,-0.08115861564874649,0.7222719788551331,0.12803971767425537,-0.0930686816573143,0.826776921749115,0.3929404020309448,-0.052378300577402115,0.8235564231872559,0.30519533157348633,-0.07388599961996078,0.8190663456916809,0.24919378757476807,-0.08286008983850479,0.8133046627044678,0.19881173968315125,-0.0886763483285904,thumbs_up
0.8605880737304688,0.6616919040679932,4.669499560350232e-07,0.7746749520301819,0.6563210487365723,-0.03289809450507164,0.6916294097900391,0.6145936250686646,-0.05383472889661789,0.6289111971855164,0.5774928331375122,-0.07263478636741638,0.574555516242981,0.561072051525116,-0.0919787809252739,0.7102833986282349,0.428933322429657,-0.033664364367723465,0.6647544503211975,0.3341257572174072,-0.06167123094201088,0.6406151652336121,0.27368390560150146,-0.08546602725982666,0.622127890586853,0.21949104964733124,-0.10300318896770477,0.7574346661567688,0.3860749304294586,-0.040156856179237366,0.7210230827331543,0.26307034492492676,-0.06344703584909439,0.7002395987510681,0.18518930673599243,-0.08393219858407974,0.6848537921905518,0.11824125051498413,-0.09899037331342697,0.8099181056022644,0.3762727677822113,-0.05129195377230644,0.7883704900741577,0.2557162046432495,-0.07686157524585724,0.7749871611595154,0.18104201555252075,-0.09354157000780106,0.7623220682144165,0.1184270977973938,-0.10493135452270508,0.8657346367835999,0.39140772819519043,-0.06529045850038528,0.8649046421051025,0.29735976457595825,-0.08816644549369812,0.8612860441207886,0.23707988858222961,-0.09597861766815186,0.8546817898750305,0.18461865186691284,-0.1005813404917717,thumbs_up
0.9040881991386414,0.6804658770561218,5.017259923079109e-07,0.8230581879615784,0.664854884147644,-0.032012056559324265,0.7403877973556519,0.6187945008277893,-0.050895702093839645,0.6766652464866638,0.5807675123214722,-0.06775501370429993,0.622742235660553,0.5593485832214355,-0.08477660268545151,0.7647243142127991,0.4317704737186432,-0.026427699252963066,0.720670223236084,0.331794410943985,-0.05129070207476616,0.6944383978843689,0.2690182328224182,-0.07380837947130203,0.6745550036430359,0.2139749825000763,-0.09100417047739029,0.8101879954338074,0.3971637487411499,-0.03188445046544075,0.7782636880874634,0.27357983589172363,-0.051962677389383316,0.7601739168167114,0.19603896141052246,-0.07085113227367401,0.7464486956596375,0.12859821319580078,-0.08548014611005783,0.8601484298706055,0.39129698276519775,-0.04253177344799042,0.8418217897415161,0.271636426448822,-0.06517349928617477,0.8305957913398743,0.1972407102584839,-0.0806877464056015,0.8193241357803345,0.13279396295547485,-0.09215361624956131,0.9141693115234375,0.4079538583755493,-0.056374747306108475,0.9166717529296875,0.3172266483306885,-0.07707098871469498,0.9161583185195923,0.2600898742675781,-0.08458472788333893,0.9125977158546448,0.2089765965938568,-0.08964287489652634,thumbs_up
0.9151080846786499,0.6975842714309692,4.7211605647135e-07,0.8334554433822632,0.6763180494308472,-0.029472626745700836,0.7513424158096313,0.6272751092910767,-0.04623449221253395,0.688612163066864,0.5900353193283081,-0.06145762652158737,0.637766420841217,0.5630298852920532,-0.07663336396217346,0.779914140701294,0.44686105847358704,-0.02022894285619259,0.735211968421936,0.3482450246810913,-0.04264815151691437,0.7081782817840576,0.2866092920303345,-0.06355533748865128,0.6879376769065857,0.233612060546875,-0.07976804673671722,0.8253728151321411,0.4131813943386078,-0.02552982233464718,0.7948533892631531,0.292136549949646,-0.04322771355509758,0.7766318917274475,0.21758028864860535,-0.06124552711844444,0.7624669075012207,0.15489932894706726,-0.07543254643678665,0.8750820159912109,0.40668413043022156,-0.03604836389422417,0.8558486700057983,0.29014724493026733,-0.056572575122117996,0.8439900279045105,0.2180021107196808,-0.0720776692032814,0.8326083421707153,0.15727898478507996,-0.08406129479408264,0.9278853535652161,0.42250850796699524,-0.04963245242834091,0.9360612034797668,0.33635592460632324,-0.06842979788780212,0.9398180246353149,0.28021445870399475,-0.07628213614225388,0.9413120746612549,0.23001691699028015,-0.08206808567047119,thumbs_up
0.8915601372718811,0.8447950482368469,5.703651027033629e-07,0.8192952275276184,0.8361788392066956,-0.03822936862707138,0.7467129826545715,0.7864883542060852,-0.06215599551796913,0.6881320476531982,0.7488771080970764,-0.08153996616601944,0.6387152075767517,0.7275069952011108,-0.10119721293449402,0.7891190648078918,0.6303601264953613,-0.042872510850429535,0.7552399039268494,0.5413124561309814,-0.07111883908510208,0.7324010729789734,0.47816020250320435,-0.09551116079092026,0.7155799269676208,0.4265827238559723,-0.11319002509117126,0.8350013494491577,0.602222204208374,-0.04465944692492485,0.8145048022270203,0.49322524666786194,-0.06803758442401886,0.7987305521965027,0.4175478219985962,-0.08946005254983902,0.788097620010376,0.353564977645874,-0.10528023540973663,0.883159339427948,0.6005727648735046,-0.050459474325180054,0.8704488277435303,0.48940208554267883,-0.07509342581033707,0.8659979701042175,0.4138983488082886,-0.09142047166824341,0.862946629524231,0.35082757472991943,-0.10238245874643326,0.9313833117485046,0.622393012046814,-0.05926726758480072,0.9353686571121216,0.53428053855896,-0.08338356763124466,0.93586665391922,0.47397279739379883,-0.09243781119585037,0.9358170628547668,0.4213504493236542,-0.09735705703496933,thumbs_up
0.8745391368865967,0.841815173625946,5.103009357299015e-07,0.7896428108215332,0.8113719820976257,-0.029949648305773735,0.7112789750099182,0.7531441450119019,-0.0495845228433609,0.646480143070221,0.7157847285270691,-0.06845314800739288,0.5901491641998291,0.6949864625930786,-0.08758793026208878,0.7547750473022461,0.5704872012138367,-0.019103283062577248,0.7183775305747986,0.46528488397598267,-0.04170789197087288,0.6968305110931396,0.39956554770469666,-0.06327582150697708,0.6806139945983887,0.3437505066394806,-0.08016936480998993,0.8028111457824707,0.5441648364067078,-0.026493409648537636,0.782110869884491,0.4194031357765198,-0.04414215311408043,0.770172119140625,0.34018203616142273,-0.062637560069561,0.7609367370605469,0.2732354402542114,-0.07722640782594681,0.8532070517539978,0.5460956692695618,-0.039352014660835266,0.8460842967033386,0.426031231880188,-0.059333715587854385,0.8419819474220276,0.3510846793651581,-0.07389749586582184,0.8358410596847534,0.28728345036506653,-0.08506610989570618,0.903971791267395,0.5715926885604858,-0.05559535697102547,0.9130033254623413,0.4839740991592407,-0.07275570183992386,0.9151480793952942,0.42712897062301636,-0.07855955511331558,0.9135938882827759,0.37830525636672974,-0.08305354416370392,thumbs_up
0.8816275000572205,0.8613619804382324,5.219805530032318e-07,0.7962093949317932,0.8330655694007874,-0.026556285098195076,0.7164769768714905,0.7717350721359253,-0.04388076812028885,0.6540039777755737,0.7328320145606995,-0.06102479249238968,0.5983799695968628,0.7136181592941284,-0.07902638614177704,0.763975203037262,0.5893680453300476,-0.01921951025724411,0.7253717184066772,0.48065924644470215,-0.04112449660897255,0.7014482021331787,0.41289007663726807,-0.06113417446613312,0.6827747821807861,0.3549230098724365,-0.0771741271018982,0.8131289482116699,0.5646504163742065,-0.028564509004354477,0.7935332655906677,0.43478888273239136,-0.04608418792486191,0.7826964855194092,0.35312315821647644,-0.06414657086133957,0.7742081880569458,0.2847122251987457,-0.07857226580381393,0.8638555407524109,0.5684081315994263,-0.04290071874856949,0.857793390750885,0.4461440145969391,-0.0632481798529625,0.8550459146499634,0.36948952078819275,-0.07795228809118271,0.8499094843864441,0.30372270941734314,-0.08934330940246582,0.9144421815872192,0.5946146249771118,-0.060217779129743576,0.9248761534690857,0.5040943622589111,-0.0778278261423111,0.9291044473648071,0.44401121139526367,-0.08403775840997696,0.9296677708625793,0.39094382524490356,-0.08909045159816742,thumbs_up
